username,sold_price,designer,score,transaction,category_1,category_2,category_3,description,sub_title,image_count,size,color,condition,feedback_count
Spyrovintageshop,60,Band Tees x Streetwear,5,444,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Size: XL
• 24"" pit to pit
• 31"" collar to hem
-Condition : Tiny Stains on the front & No Holes
Please check before purchase .
-please view all of the pictures. They will serve as the best description as to overall condition",Vintage George Jones T-shirt,6,Men's / US XL / EU 56 / 4,White,Used,140
Taylorsshirts,105,Band Tees x Made In Usa,5,7688,Vintage Menswear,Vintage Tops,Vintage Sweatshirts Hoodies,"size: large
measurements: width 23”; length 28”
condition: 8/10
1/5/23",90s Tool Wrench Hoodie,6,Men's / US L / EU 52-54 / 3,Black,Used,3129
thebandteeguy,69,Band Tees x Nirvana,5,1922,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Size XL
Good condition
⛓𝕀𝕥𝕖𝕞𝕤 𝕒𝕣𝕖 𝕡𝕣𝕖𝕠𝕨𝕟𝕖𝕕, 𝕤𝕠𝕞𝕖𝕥𝕚𝕞𝕖𝕤 𝕔𝕠𝕟𝕥𝕒𝕚𝕟𝕚𝕟𝕘 𝕗𝕝𝕒𝕨𝕤 𝕒𝕟𝕕 𝕤𝕥𝕒𝕚𝕟𝕤. 𝕀𝕗 𝕪𝕠𝕦 𝕟𝕖𝕖𝕕 𝕞𝕠𝕣𝕖 𝕡𝕙𝕠𝕥𝕠𝕤 𝕠𝕗 𝕒𝕟 𝕚𝕥𝕖𝕞, 𝕡𝕝𝕖𝕒𝕤𝕖 𝕒𝕤𝕜.⛓
⛓𝕄𝕖𝕒𝕤𝕦𝕣𝕖𝕞𝕖𝕟𝕥𝕤 𝕒𝕣𝕖 𝕚𝕟 𝕝𝕚𝕤𝕥𝕚𝕟𝕘 𝕕𝕖𝕤𝕔𝕣𝕚𝕡𝕥𝕚𝕠𝕟, 𝕡𝕝𝕖𝕒𝕤𝕖 𝕧𝕖𝕣𝕚𝕗𝕪 𝕤𝕚𝕫𝕖 𝕓𝕖𝕗𝕠𝕣𝕖 𝕡𝕦𝕣𝕔𝕙𝕒𝕤𝕚𝕟𝕘. ℝ𝕖𝕗𝕦𝕟𝕕𝕤 𝕨𝕚𝕝𝕝 𝕟𝕠𝕥 𝕓𝕖 𝕘𝕚𝕧𝕖𝕟 𝕚𝕗 𝕒𝕟 𝕚𝕥𝕖𝕞 𝕕𝕠𝕖𝕤𝕟’𝕥 𝕗𝕚𝕥⛓
⛓𝕛𝕒𝕜𝕖𝕥𝕙𝕣𝕚𝕗𝕥𝕤𝕤𝕙𝕚𝕥 𝕠𝕟 𝕀𝕟𝕤𝕥𝕒𝕘𝕣𝕒𝕞, 𝕗𝕠𝕝𝕝𝕠𝕨 𝕗𝕠𝕣 𝕦𝕡𝕕𝕒𝕥𝕖𝕤 𝕠𝕟 𝕤𝕙𝕠𝕡 𝕕𝕣𝕠𝕡𝕤 𝕒𝕟𝕕 𝕟𝕖𝕨 𝕚𝕥𝕖𝕞 𝕡𝕚𝕔𝕜𝕦𝕡𝕤⛓
⛓𝕋𝕙𝕒𝕟𝕜𝕤 𝕗𝕠𝕣 𝕤𝕙𝕠𝕡𝕡𝕚𝕟𝕘!⛓",Vintage 2002 Kurt Cobain Tee,4,Men's / US XL / EU 56 / 4,Black,Gently Used,845
DanilaShop,30,Band Tees x Rock Tees,5,233,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"!!!! CHECK MY OTHER ITEMS !!!!
Vintage 2000s Slipknot Tee
Good condition. See pics!
Size - L
Worldwide Shipping:
Approximate delivery time 14-30 Days
Please be careful and ask any specific questions about item before purchasing. I can send you additional details photos as needed.
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@",Vintage 2000s Slipknot T-shirt,6,Men's / US XL / EU 56 / 4,As on photo,Gently Used,168
VintageTycoon,110,Band Tees x Streetwear,5,121,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"VTG 2000 Pantera Tour Shirt Size Large. Very Good Condition, No Pinholes, No Rips or Tears, No Stains, No Fading On Garment or Graphic, Ready to Wear. On a Winterland Tag. PLEASE REFER TO MEASUREMENTS FOR EXACT FIT.
Measurements:
Armpit to Armpit: 22 inches
Bottom Hem to Top of Collar: 28 inches
Shoulders (Across): 21.5 inches
Sleeve Length: 8 inches",VTG 2000 Pantera Tour Shirt Size Large,2,Men's / US L / EU 52-54 / 3,Black,Gently Used,50
Michiko_Daimon,150,Band Tees x Streetwear,5,85,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage G.B.H English Punk Rock Leather, Bristles, Studs and Acne Band Tees Shirt Size Medium
Items;Used
Measurements;
Pit To Pit(witdh):19”Inches
Lenght From Shoulder:29”Inches
Shipping
We are Using Standart Shipping
10-18 Business Days Delivery","Vintage G.B.H English Punk Rock Leather, Bristles,Shirt",12,Men's / US M / EU 48-50 / 2,Black,Used,35
Itcamefrom90s,65,Band Tees x Tour Tee,5,712,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Measurement approximately
Size on tag : L but Fit Like M
Pit to pit : 20 INCHS
Length from shoulder : 28 INCHS
Condition : Used/Good👇🏻
Tiny Soft Stain Front / Hem(Front) / Sleeve (Left)
REFER ALL PICTURES FOR DETAILS
OVERALL IN GOOD SHAPE ..
LET ME KNOW IF YOU HAVE ANY QUESTIONS :)
Worldwide Free shipping Singed for with Registered tracking number.
Receiving the parcel within 2-3 Business Weeks or more due to the distances.
Accept paypal only
Items will be shipped between 1 to 3 bussiness day after received payment..
THANK YOU",Rare Vintage Y2K Bjork Band Tour Tee,8,Men's / US M / EU 48-50 / 2,Red,Used,240
CaseyEdge,17,Band Tees x Quiksilver,5,2206,Band Tees Menswear,Band Tees Tops,Band Tees Short Sleeve T Shirts,"SEND ME YOUR OFFER!
All products listed are vintage unless stated otherwise in the description. These items are pre-loved and pre-worn, resulting in small signs of wear and sometimes minor flaws. We think this adds to their unique authenticity, but if an item has any bigger flaws these will be pictured.
Total condition - 7/10 (hole, minor stains)
Size on label - S
Our recommended size - M-L
Measurements:
Pit to pit -21.654 in 55cm
Length of back -27.559 in 70cm
All our items are measured laying flat. Please check measurements and product description carefully. Worldwide shipping from Ukraine with tracking number. Sending within 48 hours after payment. Due the pandemic shipping takes around 2-8 weeks. Dont worry about custom tax or fees. I usually declare all items lower than original price. Please leave your phone number on the note while make a purchase and please make sure your address is complete and correct.
Follow my shop! Amazing stuff everyweek!
Have a nice day and good feelings with us!",🔥LASTDROP🔥 The Stone Roses Quicksilver t-shirt,8,Men's / US M / EU 48-50 / 2,White,Used,915
thenettstores,22,Band Tees,5,122,Band Tees Menswear,Band Tees Tops,Band Tees Short Sleeve T Shirts,311 อก 21 นิ้ว ยาว 28 นิ้ว สีดำ คอย้วย ผ้านิ่ม สกรีนจม มีเปื้อนจุดสีเเถวแขน 2 จุด,311 Band,3,Men's / US L / EU 52-54 / 3,Black,Used,51
THEKIDVINTAGE,14,Band Tees x Streetwear,5,1039,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"FOLLOW ME FOR MORE
Act FAST before it’s GONE!
Rare shirt
Size M
Vintage design
Good condition
Fast shipping",Vintage Morrissey Shirt,4,Men's / US M / EU 48-50 / 2,Black,Used,455
Moshvtg,90,Band Tees x Rock T Shirt,5,268,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Jerry Cantrell ‘Boggy depot’ vtg
Tags : Giant
Made in El salvador
Size L
Manual Measurement :
Width (armpit to armpit) 21.5 INCH
Lenght (Shoulder to end of germent) 29 INCH
*measurement taken on flat floor
Shipping :
THAILAND POST ( Buy from Offer price )
Express Thailand post ( Buy from the Normal price )
Condition :
Vintage Condition. 90% Screen cracked / 3 small hole under front screen print you can see picture in listing
(refer images for details and condition)
*Fair offers that include shipping costs will be considered/accepted.
*Please see the picture carefully. Do not hesitate to ask me anything about this item.
*This is USED CLOTHING, do not expect this item will be like brand new.
THANK YOU FOR VISITING
MOSHVTG TEAM
---------",Jerry Cantrell ‘Boggy depot’ vtg,9,Men's / US L / EU 52-54 / 3,Black,Gently Used,130
NorthWestCollective422,59,Band Tees x Streetwear,5,110,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"1990’s Hooters Graphic Tee with sick back hit! Single stitch! Feel free to message me with any questions, will ship same day or next depending on purchase time, thank you!",1990’s Hooters Graphic Tee,4,Men's / US XL / EU 56 / 4,White,Used,45
ricepicking,115,Band Tees x Vintage,5,427,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Size: Large
Measurements (approximate)
Length (laying flat): 27.5"" Shoulder to Hem
Underarm to underarm (laying flat): 22.5""
Condition: DOES HAVE PIN HOLES
Check out my other items!",VTG The Beatles Club 13 Collection Faded T-Shirt Sz L,8,Men's / US L / EU 52-54 / 3,Black,Used,152
Slothstar21,30,Band Tees x Streetwear,5,23,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Amazing 90s The Offspring tee! Back hit is the best! Great shape, slight distressing such as a few pin holes and a small spot of bleach but nothing major. Adds to the look I think!",Vintage 90s The Offspring Shirt,2,Men's / US XL / EU 56 / 4,Green,Used,7
Vintage_Diver,75,Band Tees x Tour Tee,5,292,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Rare! True Vintage OG 2000's The Legendary American Singer Songwriter Actress Princess of Pop BRITNEY SPEARS Official Live 2000 US Tour Concert Promo T Shirt
Please noted that this shirt is true vintage / used / pre-owned. Don't expected the item to be like new. There are signs of worn. Slightly faded cream color t shirt. No obvious holes spotted. A few stains spotted. Minor cracks on the print. Overall still in good vintage condition. Please refer pictures attached for more details on the t shirt.
All Sport Events Tag. 100%Cotton.
Size Medium On Tag.
Armpit to Armpit 20"".
Shoulder to Bottom 27.5"".
$125 OR BEST OFFER
Punk Nofx Dogtown Slayer Metallica Thrash Metal Infectious Grooves Avenged Sevenfold Mike Muir Megadeth Anthrax Iron Maiden Testament Dead Kennedys Sepultura Heavy Metal Motorhead Pantera Korn Buzzcocks PIL Ramones Nofx Siouxsie Banshees Sex Pistols Sham 69 TSOL The Vandals The Casualities The Clash Varukers The Unseen Rancid GBH Dead Kennedys Discharge UK Subs Agnostic Front Misfits Adicts Black Flag Crass Natural Born Killers Titanic Raptee Tupac Shakur NWA The Clash Anime Marvel Ghost In The Shell Skinhead Punk Oi Full Print All Over Print Fifth Column OG Roger Corman RHCP Bill Coyne TSOL The Vandals Pet Shop Boys Cult Horror Sid Vicious Johny Rotten Seditionaries Malcolm Mc Laren Alice In Chains Soundgarden Foo Fighters TAD L7 Nirvana Mudhoney Stone Temple Pilots Screaming Trees Melvins Mother Love Bone Hole Green River The Smashing Pumpkins Bush Sid Vicious Johny Rotten Fat Mike Punk Skate Melvin rock Oasis Blur Stone Roses Ian Brown Suede Cast Inspiral Carpets Happy Mondays The Sundays Bjork Pulp Elastica The La's Charlatans The Verve Radiohead Sleeper Shed Seven Rolling Stones Iron Maiden Gun N Roses Metallica Anthrax Journey Foreigner REO Speed wagon Heart Eagles Steve Miller Band Boston Cheap Trick 38 Special Montrose Van Halen Aerosmith Ted Nugent Bryan Adams Megadeth Van Halen Mick Jagger Brian Jones Helloween Motley Crue Cinderella Poison Ratt Bon Jovi Warrant Whitesnake Scorpions Queen Twisted Sister Van Halen Quiet Riot L.A Guns Faster Pussycat White Lion Grateful Dead Tupac Shakur NWA The Clash Anime Marvel Ghost In The Shell Skinhead Punk Oi Full Print All Over Print Fifth Column OG Roger Corman RHCP Bill Coyne TSOL The Vandals Pet Shop Boys Gallagher Brother Manchester City Liam Noel Beady Eye Libertines Roger Spottiswoode Ian Fleming Pierce Brosnan Natural Born Killers Titanic Raptee Tupac Shakur NWA The Clash Anime Marvel Ghost In The Shell Skinhead Punk Oi Full Print All Over Print Fifth Column OG Roger Corman RHCP Bill Coyne TSOL The Vandals Pet Shop Boys Cult Horror Stanley Desantis Raptee Black Bart Nike air Jordan Natural Born Killers Titanic Raptee Tupac Shakur NWA The Clash Anime Marvel Ghost In The Shell Skinhead Punk Oi Full Print All Over Natural Born Killers Titanic Raptee Tupac Shakur NWA The Clash Anime Marvel Ghost In The Shell Skinhead Punk Oi Full Print All Over Print Fifth Column OG Roger Corman RHCP Bill Coyne TSOL The Vandals Pet Shop Boys Cult Horror Sid Vicious Johny Rotten Seditionaries MAlcolm Mc Laren Punk Nofx Dogtown Slayer Metallica Thrash Metal Infectious Grooves Avenged Sevenfold Mike Muir Megadeth Anthrax Iron Maiden Testament Dead Kennedys Sepultura Heavy Metal Motorhead Pantera Korn Alice In Chains Soundgarden Foo Fighters TAD L7 Nirvana Mudhoney Stone Temple Pilots Screaming Trees Melvins Mother Love Bone Hole Green River The Smashing Pumpkins Bush Natural Born Killers Titanic Raptee Tupac Shakur NWA The Clash Anime Marvel Ghost In The Shell Skinhead Punk Oi Bones Brigade Steve Caballero Lance Mountain Sims Independent Stedman Supreme 80's Ripper Zorlac Pushead Skate Asylum Rat Bones Birdhouse Blind Bitch Hooks up Santa Cruz Stussy Rodney Mullen 80's 90's Joker Superman Predator Aliens Frank Miller Superheroes Marvel Anime Jack Nicholson The Dark Night Stanley Desantis Penguin Pee Wee Jim Carey Akira Ghost in the Shell Evangelion Neon Genesis Warner Bros Fashion Victim Supreme Astro Boy Cowboy Bebop Samurai Champloo Princess Mononoke Serial Experiments Lain Ones Dragon Ball Sailormoon Street Fighter Anime Movie Japanese Manga Sonic X Sonic Underground Sonic Boom Acme Mosquitohead Fifth Column 5th Column Raptee Hip Hop Rap Tupac Shakur 2pac TLC Stanley Desantis Raptee Black Bart Nike air Jordan Natural Born Killers Titanic Raptee Tupac Shakur NWA The Clash Anime Marvel Ghost In The Shell Skinhead Punk Oi Full Print All Over Print Fifth Column OG Roger Corman RHCP Bill Coyne TSOL The Vandals Pet Shop Boys Cult Horror Sid Vicious Johny Rotten Seditionaries MAlcolm Mc Laren Punk Nofx Dogtown Slayer Metallica Thrash Metal Infectious Grooves Avenged Sevenfold Mike Muir Megadeth Anthrax Iron Maiden Testament Dead Kennedys Sepultura Heavy Metal Motorhead Pantera Korn Alice In Chains Soundgarden Foo Fighters TAD L7 Nirvana Mudhoney Stone Temple Pilots Screaming Trees Melvins Mother Love Bone Hole Green River The Smashing Pumpkins Bush The Simpsons Krusty Flakes 1990 20th Century Fox F.C. MNFG Changes Queens, NY Cartoon Network Warner Bros Marvel Pikachu Anime Charizard Squirtle",Vintage Britney Spears Live 2000 Tour Concert Promo T Shirt,12,Men's / US M / EU 48-50 / 2,Cream,Used,135
PennyRoyalTees,55,Band Tees x Rock T Shirt,5,1076,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"We do our best to describe all items. All items are sold in As-Is condition. Please keep in mind that this is a used or vintage item so there will be age appropriate wear. Feel free to contact us if you have any questions!
SIZE ON TAG : 2XL
ARMPIT TO ARMPIT : 25.5”
SHOULDER TO HEM : 30.5”
MATERIAL : cotton
OVERALL CONDITION = good vintage condition
PLEASE NOTE: This item is used, therefore the actual size may differ from the advertised size. Please look at the measurements before purchasing. If you’re not sure about the size, flat lay a similar item of your own and measure that item to compare with our measurements. This definitely helps in deciding if the item is the right size.Colour may vary a bit due to inefficiency of camera and excessive lighting.",Vintage ‘98 Toby Keith Dream Walkin’ Tour Tshirt,6,Men's / US XXL / EU 58 / 5,Offwhite,Used,670
recycled_rad,42,Band Tees x Vintage,5,220,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,Vintage 90’s Brooks & Dunn Tee. Unique double sleeve and neck. Front and back prints. Nice fade. Great tee. 1-2 small spots. Size XL. Please observe photos and measurements.,Vintage 90’s Brooks & Dunn Stampede Tee Shirt,7,Men's / US XL / EU 56 / 4,Black,Used,103
Phxthrift,35,Band Tees x Tour Tee,5,3307,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage 90s Brooks & Dunn Country Music T Shirt 1991 No Tag L?
Single stitch. Distressed. Hole. Light staining. ⚠️ Preloved items may be distressed including fading/discoloration, holes, staining, and/or other flaws. See all photos before buying.
Keep in mind vintage sizes are different from modern sizes, often run much smaller, and differ from brand to brand. Please purchase based on measurements shown in photos and not based on tag size.
Be sure to check out all the other awesome vintage pieces in my store. Discounts and Offers always available. Feel free to message me with any questions you have. (:",Vintage 90s Brooks & Dunn Country Music T Shirt 1991 No Tag,9,Men's / US L / EU 52-54 / 3,Black,Used,1338
Tasteful_vintage,37,Band Tees x Vintage,5,757,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Size: X-Large
Chest: 23”
Front Length : 29”
Sleeve Length: 8”
Some minor wear and discoloration is to be expected as this item is worn but still in good condition. Refer to photos for condition",Vintage 1994 Robert cray band shame & a sin blues t shirt,8,Men's / US XL / EU 56 / 4,Black,Used,319
TheJungleNook,75,Band Tees x Streetwear,5,157,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Retro Michael Jackson GRAIL
Single stitch
Dry rot tested ✅
Tagged Large - fits slim Medium
Chest (pit to pit): 19”
Length: 28",Vintage 80’s Michael Jackson BAD Tour In Japan Size M,6,Men's / US M / EU 48-50 / 2,Black,Gently Used,64
SidewalkClothingco,74,Band Tees x Tour Tee,5,223,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Brand : Japanese band tees
Size : M
Measurement : 19.2x27.5
Condition : used no major defects or flaws. limited edition tour tee
ATTENTION ‼️
ALL SALES ARE FINAL
WE ACCEPT REASONABLE OFFERS.
PLEASE SCROLL ALL THE PHOTOS FOR DETAILS .
PLEASE READ THE MEASUREMENT AS THE SIZE TAG SOMETIMES IS NOT TRUE TO THE FIT.
PLEASE MAKE SURE THE DETAILS AND MEASUREMENT ARE CORRECT BEFORE PURCHASING OR OFFERING.
SHIPPING DETAILS ✈️
🕺🏻Shipping via National Courier Commerce
for item price Sold under $85
usually takes 14 day - 30 day
depends on your location
🕺🏼Shipping Using DHL EXPRESS
for item price $85 and above
usually takes 4 ~ 7 days to arrive worldwide🌎
‼️kindly provide you contact number
for shiping purpose
*Discounts for multiple items*",Vintage 1998 Larc En Ciel Limited Edition Tour Band Tees,9,Men's / US M / EU 48-50 / 2,Orange,Used,70
L8nightthrifts,57,Band Tees x Giant,5,108,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Vintage Y2K Disturbed Band T shirt
Size Large
Such a dope wear and fade
Very worn
Look in my face stare in my soul back graphic
Awesome front hit
Message with any questions!
WHAT YOU SEE IS WHAT YOU WILL RECEIVE.
21 x 28 measurements",Vintage Y2K Disturbed Band Tee,5,Men's / US L / EU 52-54 / 3,Black,Worn,48
GoldMineStore,92,Band Tees x Vintage,5,101,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"REMINDER : READ THE DETAIL AND SEE PICTURE CAREFULLY BEFORE PURCHASE!!!
·This is a USED item,please don't make an expectation that it's like a NEW one unless it's stated in the listing detail.
· Dont hesitate to ask any questions
· No refund or return
Measurement Flat : approximately in inch
Width armpit to armpit : 20.5""
Length collar to end of garment : 27.5""
Sleeve length : 8""
Shoulder : 18.5""
Composition: 100% Cotton
Condition:
90% Good used condition.
Not stain and flaw.
Refer picture for more detail.
Size on Label : M
Made in : Haiti
Look Fits to : S M
PAYMENT :
Accept PAYPAL ONLY and transaction must be from grailed.
SHIPPING :
·All item will be shipped within 2-3 days after received clear payment.
·Our 1st priority Shipping method is via DHL EXPRESS which is cost $35 (estimated time arrival is 3-7 working day).
·Economy shipping via (Pos Malaysia Registered with tracking number) will be automatically used if you wants regular shipping which is just cost $25 worldwide estimate time to delivered is about 21-31 working days and sometimes delay may happen due to custom checkup.
ATTENTION : Please drop your phone number and correct detail for shipping
Don't forget to check out my store and click the button ""FOLLOW"" for MORE UPCOMING STUFF!!
Thank you so much for your visit and have a nice day!!",Death By Stereo American Hardcore Punk Band,4,Men's / US M / EU 48-50 / 2,Black blue,Gently Used,43
faefex,165,Band Tees x Drain Gang,,3,Band Tees Menswear,Band Tees Tops,Band Tees Short Sleeve T Shirts,"- size medium
- gently used
- super nice heavyweight blank
sad 2 let this piece go but im so broke rn 3 hope another drainer luvs it",bladee red light tee,3,Men's / US M / EU 48-50 / 2,Black,Gently Used,
VTG4YOU,30,Band Tees x Humor,5,74,Vintage Menswear,Vintage Tops,Vintage Long Sleeve T Shirts,"Measurements in the table above, if you have questions, ask
Open for your offer
Delivery time:
USA - 12days
Canada - Australia - 15-25 days
Europe 10-14 days
See my other announcements, regular replenishment of positions. If you have any questions about the delivery or my announcements, write. I will be glad to answer! Thanks for your visit!",Vintage Game Over T Shirt Humor Y2K 90s,3,Men's / US XL / EU 56 / 4,Black,Used,13
BigheadTodd,15,American Apparel x Band Tees,5,37,American Apparel Menswear,American Apparel Tops,American Apparel Short Sleeve T Shirts,"M83 Music T-Shirt Tour Concert Promo Tee Electronic Music XL
Really good graphic. Only available to buy at their concerts on this tour. Approximate shirt measurements:
Measurements pit to pit: 21 in
Measurements top to bottom: 29 in
If you have questions please feel free to message.
Thanks!",M83 band Concert Promo Shirt Original & Rare,4,Men's / US L / EU 52-54 / 3,White,Gently Used,1
aduvanski,50,Band Tees x Rock T Shirt,5,110,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Size: Tagged M(Fits Like Small)
Good vintage condition (see photo).
Ask me for measurements if you need.
Offers and questions are welcom
Dear customers, please, be patient!
Unfortunately, delivery can be delayed because COVID-19!",Vintage 1988 Bruce Springsteen Tunnel Of Love Tour T Shirt,5,Men's / US S / EU 44-46 / 1,Multicolor,Gently Used,47
Vintage_Closet,40,Band Tees x Rock Tees,5,677,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Excellent a faded condition with signs of use.
Size XL, please see all photo and measurements
D",Vintage MOTÖRHEAD rock band tee tour old 90 FADED y2k,4,Men's / US XL / EU 56 / 4,Black,Used,194
trashedvtg,64,Band Tees x Odin,5,908,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Great faded
Good condition",🔥90’s ODIN METAL BAND SHIRT RARE🔥,3,Men's / US M / EU 48-50 / 2,Black,Gently Used,346
beforeyouseethelight,80,Band Tees x Very Rare,5,435,Vintage Menswear,Vintage Tops,Vintage Sweatshirts Hoodies,"- good vintage condition
- amazing 4-sided print
- tagged XL, please see the measurements",Vintage Bathory 2009 Black Metal Band Hoodie,8,Men's / US XL / EU 56 / 4,Black,Gently Used,192
_counter_shock_,55,Band Tees x Streetwear,5,1880,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"!!!! CHECK MY OTHER ITEMS !!!!
Vintage 2000s Fuck Google Ask Me! Humor Black Tee
Good condition. Faded color, cracked print, item grungy, spot. See pics!
Size - XXL ( check measurements )
Worldwide Shipping:
USA 2-4 weeks
Australia and Canada 3-6 weeks
Europe 2-4 weeks
Asia 3-5 weeks
Please be careful and ask any specific questions about item before purchasing. I can send you additional details photos as needed.
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@
@PLEASE LEAVE YOUR PHONE NUMBER DURING PURCHASE@",Vintage 2000s Fuck Google Ask Me! Humor Black Tee,7,Men's / US XXL / EU 58 / 5,Black,Used,950
VintageHomie,42,Band Tees x Streetwear,5,1564,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Hello, I have a Vintage Black T-shirt Tee Print Big Logo RadioHead for sale. Fit M. Condition 8/10. The color actually differs slightly",Vintage Black T-shirt Tee Print Big Logo RadioHead,8,Men's / US M / EU 48-50 / 2,Black,Gently Used,542
AdaptVintage,45,Band Tees x Rock T Shirt,5,60,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"Thanks for checking out my page. Ask for bundle deals🦎Please Read description
Don’t bother asking “what’s lowest” just send an offer if it’s fair I’ll accept
Older vintage item sizes may differ from modern fits so please always refer to measurements provided
Please be aware these are used items unless stated so the items will not be in perfect condition. I inspect them to the best of my ability and try to highlight any major flaws worth mentioning in the photos.
Please Allow 0-3 days for handling unless otherwise stated
All sales are final",Vintage Avril Lavigne The Best Damn Tour T Shirt Asia 2008,4,Men's / US S / EU 44-46 / 1,Black,Gently Used,20
Subtance,37,Band Tees x Rare,5,88,Rare Menswear,Rare Tops,Rare Short Sleeve T Shirts,"SONIC YOUTH SUMMER SONIC TOUR 2009 10th Anniversasry
🚀Free Shipping Worldwide(by EMS/DHL)
NO REFUND/
PLEASE READ DESCRIPTION FIRST
✿ Condition 8/10 (Good Condition)
✿Tag print from Summer Sonic size on Tag Large
✿Double STITCH Top and Bottom
✿Colour : black
✿NO holes
✿No Stains
Measurement
✿Pit to Pit : 21.5""nches
✿Length : 26.5""Inches
Accept Hearing For Your Best Offers , Please Kindly Send Message To Purchase
✈Shipping :
✿its important to advise your phone number for purchase our items, we can't ship through your address without phone number on the customs forms
✿the item will be declare as a ""Gift""
✿declare value of item will be lower than original price
✿Free Shipping Worldwide(by EMS/DHL)",SONIC YOUTH SUMMER SONIC TOUR 2009,6,Men's / US L / EU 52-54 / 3,Black,Gently Used,41
THRFT_ALTRNIS,45,Band Tees x Kid Cudi,5,105,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"no size tag
fits a large",Kid Cudi Man on the Moon 2 Promo Shirt,2,Men's / US L / EU 52-54 / 3,Black,Gently Used,37
ItsTheShop,27,Band Tees x Tour Tee,5,2414,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"2019 Cher Here We Go Again Tour T-Shirt Size Small
Please make sure to compare measurements for proper fitment as with all clothing, and especially vintage clothing sizing may vary.
Measurements:
Pit to Pit: 17.5""
Shoulder to Hem: 27""
Check out our other listings for more awesome vintage/retro clothing, accessories and games!
s14444",2019 Cher Here We Go Again Tour T-Shirt Size Small,5,Men's / US S / EU 44-46 / 1,Black,Used,902
DenzaFaradenza,50,Band Tees x Tour Tee,,5,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"T-shirt Green Piece Vintage 90s
Size - L
Condition - good
please do not expect the shirt in mint condition unless stated.Its because vintage and used items may have sign of wear.
no returns/refunds so if you have any questions,please ask prior to placing your order.
please message as soon as possible to negotiate about price and no need to waiting drop price.
Don't forget to check out my store for more great stuff",T-shirt Vintage 90s HK HECKLER & KOCH Gun Green Piece,5,Men's / US L / EU 52-54 / 3,Black,Used,
aominedaikii,50,Band Tees x Streetwear,5,790,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"SIZE M
EXCELLENT CONDITION
CHECK MEASUREMENTS
I HAVE A LOT ITEMS OF STOCK,
CHECK MY PROFILE AND FOLLOW ME <3",VINTAGE 90S RARE RAMONES HEY HO TOUR T SHIRT,4,Men's / US M / EU 48-50 / 2,Black,Gently Used,311
vanjo01,35,Band Tees x Rare,5,24,Vintage Menswear,Vintage Tops,Vintage Short Sleeve T Shirts,"⚡️Shipping next day after the purchase by UkrPost.
⚡️Paypal transactions only.
⚡️Check photos and measurements before buying.
Size L
Dopest print
Vintage fit
Condition as for vintage 7,5/10
Got one hole and ripped collar
⚡️Check all my items
Feel free to ask🤝
FOLLOW ME to buy new items first💯
Ur Vanjo.",Snap on vintage racing t-shirt,4,Men's / US L / EU 52-54 / 3,Grey,Used,9
