username,sold_price,designer,score,transaction,category_1,category_2,category_3,description,sub_title,image_count,size,color,condition,feedback_count
coop_mcw,92,Nike x Rare,,3,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Nike Vapormax Oreo Flyknit 3
Mens 12/Womens 13.5
Gently Used
Give offers",Nike Vapormax Oreo flyknit 3,8,Men's / US 12 / EU 45,Black,Gently Used,
arturovladiano,31,Jersey x NFL,5,1498,Nike Menswear,Nike Tops,Nike Jerseys,"size: adult XXL
Condition : application on the jersey is cracked
Look carefully at all the photos.
PLEASE, PAY ATTENTION:
-I accept combined delivery
-If you have any questions or problems, please contact me, I will help you in the shortest time.
-Please don't leave negative or neutral feedbacks without contacting with me.
-NO RETURNS AND REFUNDS.
-CARREFULLY CHECK DESCRIPTION AND ALL PHOTOS AND TIME OF DELIVERY
-sending the parcel within 2 working days from the date of payment
-We track Everything
-in the postal declaration, I indicate the parcel as a gift(used item)and the estimated value of $ 10
-Worldwide shipping :
Shipping time to USA, Canada usually 10-20 working days
Europe 5-15 working days
Asia 10-25 working days
to some countries 30-40 days",NEW ENGLAND PATRIOTS #12 Brady nfl Nike jersey football,12,Men's / US XXL / EU 58 / 5,Multicolor,Used,465
lucidstock,22,Nike,5,1146,Nike Menswear,Nike Tops,Nike Short Sleeve T Shirts,The shirt pictured is the item that you will receive.   You have the opportunity to review the pictures to determine the overall condition of the shirt.   The measurements are in the pictures so that you can verify the size of the item to ensure it is the size that you need.  The measurement for length is from the bottom hemline to the top. Thanks for looking.,NIKE Mexico National Team T-Shirt #14 CHICHARITO Medium Standard Fit,4,Men's / US M / EU 48-50 / 2,White,Used,298
homich_store,38,Nike x Streetwear,5,845,Nike Womenswear,Nike Tops,Nike Hoodies,"Ask all what you need before you buy!!!
NO RETURNS! I PROVIDE THE TRACK NUMBER AFTER SENDING THE PARCEL ( which you can check on the website of your postal company ).
CHECK MY OTHER ITEMS! REGULAR UPDATES OF THE ASSORTMENT!
Nike big logo pink hoodie
Size L
Shoulders (cm) 42
Chest Pit to Pit (cm) 59
Sleeve (cm) 68
Length (cm) 65
Used, has small sign of wear, but has not any defects.
✅PayPal only !!!
✅OFFER ARE WELCOME",Nike big logo pink hoodie,4,Women's / L / US 10 / IT 46,Pink,Used,334
raelbju5613,25,Nike,5,6,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,Comfortable small sized nike sweats with two pockets that are in very good condition. They can be used for everyday casual outfits and are a staple in anything streetwear/athleisure.,Grey Dri Fit Nike Sweatpants,5,Men's / US 28 / EU 44,Gray,Used,2
TrippleRich,38,Nike,5,332,Nike Menswear,Nike Bottoms,Nike Shorts,"Name: 1990s Nike Sacramento Kings Shorts “Reversible”
Color: Black/Purple/Silver
Size: XL (18 inch waist laying flat)
Condition: Great
100% Authentic
Ships USPS Priority
* Make An Offer ;) *",1990s Nike Sacramento Kings Reversible Shorts Rare VTG XL,5,Men's / US 36 / EU 52,Purple,Used,187
JZproductions,565,Jordan Brand x Nike,,8,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,Very good condition. Still got a lot of life left. Including original box,Air Jordan retro 4 black cat size 8.5,8,Men's / US 8.5 / EU 41-42,Black,Gently Used,
Tr3yV,22,Nike x Streetwear,5,663,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Make sure to check measurements, photos, and to ask any other questions before buying.",Vintage Nike Big Check Hoodie,4,Men's / US XL / EU 56 / 4,Blue,Gently Used,325
jay5pac,35,Nike,5,55,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,Used pair of nike pegasus 38. Does not come with original box. Red swoosh is customized painted in. Feel free to ask any questions.,Nike pegasus 38 white red,7,Men's / US 10.5 / EU 43-44,White,Used,31
Strumar,163,Nike x Stussy,5,260,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"⚠️READ DESCRIPION⚠️
✅BUY FROM A TRUSTED, FRIENDLY SELLER✅
🚫ALL SALES ARE FINAL, NO LOWBALLS🚫
✍🏼 IF A REFUND IS REQUESTED FOR MY ERROR, YOU WILL RECIEVE THE AMOUNT MADE AFTER FEES +SHIPPING COST ✍🏼
📤SHIPPING FROM RI, USA📥
📬NORMALLY SHIP IN 1-5 BUSINESS DAYS (IF ITEM IS IN HAND AND NOT STILL SHIPPING TO ME); ALLOW ONE FULL BUSINESS WEEK UNDER IF NECESSARY📭
➡️ OPEN TO TRADES, YOU MUST SEND FIRST ⬅️
📲FEEL FREE TO ASK ANY QUESTIONS📲
🔍JUDGE CONDITIONS ON USED ITEMS YOURSELF🔍
🌍MESSAGE BEFORE PURCHASE IF YOUR NOT LOCATED IN THE US OR CANADA🌍
🚦THIS ITEM: brand new og all!",Nike x Stussy Air Penny 2 Triple Black Size 8.5m,7,Men's / US 8.5 / EU 41-42,Black,New,136
mutemind,48,Nike,5,290,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Size: M
Nice distressing on the cuffs
Classic Nike text across the front
Ships same day!",Vintage Nike Zip Jacket,4,Men's / US M / EU 48-50 / 2,Grey,Used,97
223s,105,Nike,5,212,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"WORN ONCE
SIZE 11
comes with a box just not og box","Nike Space Hippie 01 ""White/Dutch Blue"" Men's Shoe",7,Men's / US 11 / EU 44,White,Gently Used,85
jblock49,30,Nike,5,22,Nike Menswear,Nike Outerwear,Nike Heavy Coats,"Bought in fall 2019, worn throughout that season. Hasn’t been worn in three years as it’s too small for me now. Sherpa fleece still soft, lots of life left in this jacket.",Nike Sportswear Heritage Sherpa Full-Zip Jacket Green,5,Men's / US M / EU 48-50 / 2,Green,Used,9
,40,Nike,,,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,"Size L
Worn once these also don’t fit me so I gotta get rid of them",Nike Tech Pants - Black,7,Men's / US 32 / EU 48,Black,New,
Cooperwest13,74,Nike x Streetwear,5,414,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Vintage 2003 Nike Dunk High Red/Blue Spider-Man
Size: 10.5
Color: Red/blue
Condition: Very used, creases and scuffs throughout. Soles are slightly hardened but still have some flex to em. Nice pair of beaters 20 years old. Minor glue sep
No box or extras
Please ask me any questions prior to purchasing all sales are final no returns thank you. Check out my other listings!!",Vintage 2003 Nike Dunk High Red/Blue Spider-Man Size 10.5,16,Men's / US 10.5 / EU 43-44,Blue,Worn,212
,,,,,,,,,,1,,,,
,,,,,,,,,,1,,,,
rrrr,380,Nike x Supreme,5,368,Supreme Menswear,Supreme Footwear,Supreme Hi Top Sneakers,"Men’s Size 9 US
Excellent condition, worn 1x. No major flaws, just minor creases around the toe and ankle area which is expected (Please refer to the pics as well to judge for yourself and let me know if you need any more).
Comes with the OG box, shoe/paper inserts, extra black laces, extra black straps, and the original receipt from the website.
I offer same day shipping. Message me if you have any questions. Thanks!",Supreme Air Force 1 High Supreme White 2014,12,Men's / US 9 / EU 42,White,Gently Used,158
Ppthrifts,14,Nike x Streetwear,5,724,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,Vintage Nike drill pants size XL,Vintage Nike drill pants size XL,7,Men's / US 36 / EU 52,Black,Gently Used,297
Spicysportoutfit,54,Nike x Soccer Jersey,5,86,Nike Menswear,Nike Tops,Nike Jerseys,"Inter Milan 1999/00 Home Shirt NIKE
Size : M
Condition : 7/10, used many times with few bubbles around the shirt.
Please ask if you would like more detailed photos or description.
Shipping estimated time: 9-30 Working days
For Fast (5-7 working days) or Express Shipping (1-3 working days) DM me.",Inter Milan 1999/00 Home Shirt NIKE,6,Men's / US M / EU 48-50 / 2,Blue and black,Used,32
amilophobia,70,Gyakusou x Nike,5,136,Nike Menswear,Nike Outerwear,Nike Light Jackets,"Brand New
Mens Small
Grey
Nike X Gyakusou
Windbreaker Jacket
Firm On Price
100% Authentic
(B40/0574)",Brand New Mens Small Grey Nike X Gyakusou Windbreaker Jacket,9,Men's / US S / EU 44-46 / 1,Grey,New,45
_The_everything_shop,210,Nike x Off-White,5,9,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,No box comes with orange laces and zip tie,OFF-WHITE zoom fly black,10,Men's / US 10.5 / EU 43-44,Black,Gently Used,4
Elisa_a99,30,Nike,5,26,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,Great condition and very comfy,Y2K Nike USA soccer sweatshirt crewneck XL,3,Men's / US XL / EU 56 / 4,Blue,Used,6
oxxangel,72,Nike x Streetwear,5,5,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"- used twice
- mostly bottom is dirty
-comes w box but box says wrong size
- size 8",White High Top Air Force One,6,Men's / US 8 / EU 41,White,Gently Used,3
gothicluxury,27,Nike x Streetwear,5,45,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Roshe Run Flyknit size 11.5 no box
The Nike Flyknit construction of the Roshe NM (Natural Motion) gets a bold, tropical look in a vibrant mix of Photo Blue and Atomic Teal for the upper with reflective blue quarter panels.
features
metal lace ends
embossed logo
mesh toe
well loved sneakers, still in decent condition 7/10. feel free to reach out with questions or concerns about the item",Nike Prime Roshe Run Premium Size 11.5,8,Men's / US 11.5 / EU 44-45,Blue,Used,16
Dragonite_ily,65,Nike x Vintage,,5,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Not official
Heavy and comfortable
Gently used",Nike Center Swoosh Vintage Cream Hoodie,2,Men's / US XL / EU 56 / 4,Cream,Gently Used,
kouu,42,Nike,5,627,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"size - 8 mens
condition - 7.5/10 small stain
shipping - 1-3 days to ship depending on day
message me with any questions and I willl be glad to answer. offers are always welcome. Items always washed before shipping. message for measurements",Air Max 270 Bauhaus,11,Men's / US 8 / EU 41,Mutli,Used,306
zachlanz,20,MLB x Nike,5,491,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Size medium
Fits oversized",Vintage Minnesota Twins Nike center swoosh sweatshirt,2,Men's / US M / EU 48-50 / 2,Grey,Gently Used,140
OfficialPTG,35,NFL x Nike,,1,Nike Menswear,Nike Tops,Nike Jerseys,"🎯 Brand Name: New England Patriots Cam Newton Nike NFL Game Jersey
🎯 Style/Details:
🎯 Color: Navy Blue
🎯 Size: Mens Medium
🎯 Condition: Brand New Never Worn ! Original Tags Still Attached !
🎯 Background: ""Never Worn & 100% Authentic, I Would Never Sell Unauthentic Material""
🎯 Sellers Advice: Brand New Piece Of Clothing. 100% Authentic ! No Rips, Stains, Holes, Cuts, Etc. !
🎯 Message Me In Regards To Questions About Item Posted Or Offers You Want To Make !
🎯 Purchased Items Will Be Shipped Within 1-3 Days Upon Confirmation Of Sales Payment !
🎯 I'm Not Responsible For Stolen or Loss Items Following Drop Off For Shipping !
🎯 Purchased Orders Will Require Signature Upon Delivery !
(Ensures you & your items never become victim to thieves.)
🎯 All Sales Are Final I Do Not Accept Returns Or Provide Refunds & Exchanges !
🎯 Contact Me On Instagram For Any Questions Concerning The Item Posted l'd Be Glad To Help !
(Instagram @OFFICIA1.PTG)
(Snapchat @OFFICIAL.PTG)
🎯 Thank You For Your Interest ‼️",New England Patriots Cam Newton Nike NFL Game Jersey,4,Men's / US M / EU 48-50 / 2,Navy,New,
Santa_Ana_Soles,155,Nike x Tom Sachs,5,244,Nike Womenswear,Nike Footwear,Nike Low Top Sneakers,"Nike X Tom Sachs General Purpose Shoe Dark Sulfur Size 8.5W. Deadstock, in Original Packaging, with Proof of Purchase Provided Upon Request.",Nike X Tom Sachs General Purpose Shoe Dark Sulfur Size 8.5W,7,Women's / US 8.5 / IT 38.5,Dark sulfur,New,151
conradscorner,32,Nike,5,63,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Nike KD Trey 5 653657-055 Low Top Sz 11.5 Basketball Shoes Men
shoes have separation on them
on the sides
very good condition otherwise
mesh
low top
fashion
casual
gym
basketball
workout
school
lace up
athleisure
designer
fair condition
sole condition is great
great for casual or everyday use
any questions please ask
the exact shoe shown is for purchase
thank you so much for shopping",Nike KD Trey 5 653657-055 Low Top Sz 11.5 Basketball Shoes M,9,Men's / US 11.5 / EU 44-45,Multi,Used,21
EvSalvador,70,Nike x Streetwear,5,65,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Great condition
Just need to get rid of
Can ship next day",Nike Air Force 1 low,8,Men's / US 11 / EU 44,White,Gently Used,20
Guccideadhead,52,Nike,5,456,Nike Womenswear,Nike Bottoms,Nike Joggers,"Used in great condition, wear shown in pictures (if any)! No major flaws.
Brand: Nike
Adult Size: Small. Please look at all the pictures to see the exact condition.
Check out my other listings, I have the best prices and I offer free shipping for almost everything. Everything is 100% legit.
If you have any questions, or need additional photos please message me and I will gladly help you.",Nike Tech Fleece Sweatpants Reimagined Red Black Women's Siz,4,"Women's / 26"" / US 2 / IT 38",Red,Gently Used,151
casual_vintage_store,51,Jordan Brand x Nike,5,109,Nike Womenswear,Nike Tops,Nike Hoodies,"The material is pleasant to the body.
In a good condition.
Fast sending!
Condition : 9/10
- ALL ITEMS ARE HEAT TREATED AND WASHED BEFORE SHIPPING
- FOLLOW MY STORE
- SEE MY OTHER ITEMS",Zip Hoodie Nike tech fleece drill,12,Women's / M / US 6-8 / IT 42-44,Red,Gently Used,29
TailorMadeCustoms,69,Drake x Nike,5,24,Nike Menswear,Nike Tops,Nike Short Sleeve T Shirts,"Condition: New/Never Worn
Size: Small
Will Ship ASAP
100% Authentic
Message Me for More Pics or Questions.
Pics were taken with a ring light to show extreme detail.",Nike x Drake NOCTA T-shirt,5,Men's / US S / EU 44-46 / 1,Black,New,5
TrentonIsOnline,55,Nike x Vintage,5,93,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,"Please review photos carefully before purchasing. More often than not vintage/used items will have minor flaws including holes, discolouration and/or stains. For this reason there will be no refunds regarding these issues. Thankyou",Vintage y2k nike mini swoosh windbreaker sweatshirt,4,Men's / US XL / EU 56 / 4,Navy,Used,21
Fleebaby,160,Nike x Supreme,5,82,Supreme Menswear,Supreme Footwear,Supreme Low Top Sneakers,"Deadstock/new never worn
Supreme x Nike air max 96
Sz. 11.5 men
**OBO**",Supreme x Nike air max 96 / S,7,Men's / US 11.5 / EU 44-45,Black/speed red-clear,New,1
Den4ik_store_,150,Nike x Streetwear,5,209,Nike Menswear,Nike Outerwear,Nike Light Jackets,"Condition: new with tag ( never worn)
Size : XXL",Nike down puffer jacket drill XXL black,6,Men's / US XXL / EU 58 / 5,Black,New,78
corndogg300,60,Nike,,1,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,Worn need gone,Air jordan one,7,Men's / US 9.5 / EU 42-43,Black,Used,
mzaremba125_1,260,Nike,5,369,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,New,Nike dunk Ny vs Ny,8,Men's / US 9.5 / EU 42-43,Grey,New,181
street_weather,54,Nike x Streetwear,5,44,Nike Menswear,Nike Bottoms,Nike Sweatpants Joggers,"Size m
Condition 9/10",NIKE VINTAGE NYLON DRY FIT SWEET PANTS,5,Men's / US 32 / EU 48,Black,Gently Used,5
shaes2812,85,Nike x Streetwear,5,105,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,Purchased from the Nike HQ in Portland. These were only worn outside 1 time.,Nike Air Max 720 - Carbon Grey,10,Men's / US 9.5 / EU 42-43,Grey,Gently Used,5
,45,,,,Nike Menswear,Nike Accessories,Nike Bags Luggage,,,1,,,,
Rekomaged,243,Nike x Sacai,,1,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,Only worn once INDOORS in house. 9.9/10 condition. Have receipts from Nike and the extra laces.,Nike LD Sacai Waffle Nylon,10,Men's / US 11 / EU 44,White,Gently Used,
Iceteaenjoyer,230,Cactus Plant Flea Market x Nike,,29,Nike Menswear,Nike Tops,Nike Jerseys,"Fits very baggy
Comfortable and good quality
DM for bundle deals, and offers",CPFM NIKE GREEN JERSEY,4,Men's / US XL / EU 56 / 4,Green,Gently Used,
LysunetsSeller,140,Nike x Streetwear,5,1111,Nike Menswear,Nike Tops,Nike Sweatshirts Hoodies,Condition: used vintage,Vintage sweatshirt Nike big logo size XL distressed,9,Men's / US XL / EU 56 / 4,Grey,Used,285
nowherejp,275,Nike,5,1818,Nike Womenswear,Nike Footwear,Nike Low Top Sneakers,"Size 7.5 women’s
No box
Only tried on, never worn
Send binding offers",2022 Nike dunk low women’s vintage green,9,Women's / US 7.5 / IT 37.5,Vintage green,New,1205
,400,,,,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,,,1,,,,
OfficialGR101,145,Nike,5,9,Nike Menswear,Nike Footwear,Nike Hi Top Sneakers,"Picked these Pandas up awhile ago from a Nike restock. Never ended up wearing them, trying to clear some closet space.
Condition of shoes and box in the pictures taken.",Nike Dunk High Pandas / Black White,12,Men's / US 12 / EU 45,Black/white,New,6
,120,Nike x Travis Scott,5,,Nike Menswear,Nike Outerwear,Nike Light Jackets,"Open to offers
Print is still glow in the dark",CactusJack x Nike Travis Hoodie,3,Men's / US L / EU 52-54 / 3,Olive,Used,
RMargiela,225,Nike,5,34,Nike Menswear,Nike Footwear,Nike Low Top Sneakers,"Size 8 brand new
Allow me 1-2 days to ship",Air max TN pimento (2018),8,Men's / US 8 / EU 41,Orange,New,15
Kevin22Chel,21,NFL x Nike,5,313,Nike Menswear,Nike Tops,Nike Jerseys,"Size XL but measures smaller
Please read description and look at all photos. Measurements and condition are shown in the photos. If you have any questions or would like a bundle deal, message me!",Nike x NFL New England Patriots Tom Brady Jersey,7,Men's / US L / EU 52-54 / 3,Navy,Used,102
MadManJuan,32,Nike x Soccer Jersey,5,8,Nike Menswear,Nike Tops,Nike Jerseys,"2022 Away Brazil World Cup Jersey
This piece is fierce🐆. This piece is brand new; never worn. Already an iconic jersey and looks amazing on.
Size:M
I listen to any and all offers, feel free to message me at anytime😺👍🏽",2022 Away Brazil World Cup Jersey,4,Men's / US M / EU 48-50 / 2,Blue,New,1
