main_brand,color,sold_price,category,score,size,genda,condition_encoded
Anti Social Social Club,Black,123.0,Top,5.0,xxl,Men,0
Undercover,Black,165.0,Top,5.0,l,Men,2
Kanye West,Brown,112.0,Top,5.0,m,Men,1
Supreme,Green,175.0,Top,5.0,m,Men,2
Travis Scott,Black,40.0,Top,5.0,l,Men,1
Tommy Hilfiger,Green,33.0,Outerwear,5.0,xl,Men,1
Valentino,Brown,100.0,Outerwear,5.0,xl,Men,2
Seditionaries,multi_color,69.0,Acceorie,5.0,ONE SIZE,Men,2
Levi's,Black,74.0,Bottom,5.0,s,Men,1
Reebok,Black,51.0,Footwear,5.0,m,Men,0
Off-White,Black,125.0,Top,5.0,l,Men,1
Military,Green,50.0,Bottom,5.0,m,Men,3
Nike,Blue,205.0,Footwear,5.0,s,Men,3
Palace,Black,104.0,Top,5.0,l,Men,0
Ralph Lauren,Blue,42.0,Bottom,5.0,l,Men,3
Saint Laurent Paris,Black,257.0,Acceorie,5.0,ONE SIZE,Men,0
Kapital,Khaki,108.0,Bottom,5.0,s,Men,0
Lacoste,Purple,87.0,Top,5.0,l,Men,1
Russell Athletic,Grey,37.0,Top,5.0,m,Men,2
Mickey Mouse,White,40.0,Top,5.0,l,Women,1
Burberry,Green,75.0,Top,5.0,xl,Men,1
Acne Studios,Black,120.0,Top,5.0,l,Men,0
Balenciaga,Navy,330.0,Top,5.0,l,Men,1
Harley Davidson,Denim,50.0,Outerwear,5.0,m,Men,2
Polo Ralph Lauren,White,36.0,Top,5.0,l,Men,2
The North Face,White,87.0,Outerwear,5.0,m,Women,1
Gucci,Black,108.0,Acceorie,5.0,ONE SIZE,Men,2
Dior,Pink,370.0,Footwear,5.0,m,Women,1
Hysteric Glamour,White,85.0,Top,5.0,xs,Men,1
Prada,Black,290.0,Luggage,5.0,ONE SIZE,Women,2
Patagonia,Purple,150.0,Top,5.0,l,Men,1
Dolce & Gabbana,Black,42.0,Top,5.0,l,Men,1
Dickies,Blue,65.0,Bottom,5.0,s,Men,1
Bape,Pink,65.0,Acceorie,5.0,ONE SIZE,Men,0
Uniqlo,Grey,72.0,Outerwear,5.0,m,Men,1
Vans,Blue,52.0,Footwear,5.0,m,Men,0
Tour Tee,Brown,35.0,Top,5.0,l,Men,2
Guess,Black,45.0,Bottom,5.0,s,Men,1
Versace,Pink,160.0,Acceorie,5.0,ONE SIZE,Women,0
Maison Margiela,Black,640.0,Outerwear,5.0,s,Men,0
Issey Miyake,Black,208.0,Bottom,5.0,s,Men,2
Louis Vuitton,White,250.0,Top,5.0,l,Men,3
Rick Owens,Black,130.0,Top,5.0,s,Men,0
Number (N)ine,Black,105.0,Top,5.0,l,Men,2
Anti Social Social Club,Orange,139.0,Top,5.0,l,Men,0
Undercover,Tan,77.0,Acceorie,5.0,ONE SIZE,Men,1
Kanye West,Navy,120.0,Top,5.0,s,Men,1
Supreme,Black,149.0,Footwear,5.0,m,Men,0
Travis Scott,Black,99.0,Top,5.0,l,Men,0
Tommy Hilfiger,Blue,38.0,Bottom,5.0,s,Men,1
Valentino,Blue,287.0,Luggage,5.0,ONE SIZE,Women,1
Seditionaries,multi_color,100.0,Top,5.0,xxs,Men,2
Levi's,Navy,45.0,Bottom,5.0,l,Men,1
Reebok,White,93.0,Footwear,5.0,l,Men,1
Off-White,Black,170.0,Top,5.0,l,Men,1
Military,Camo,32.0,Outerwear,5.0,l,Men,2
Nike,Grey,62.0,Footwear,5.0,m,Men,2
Palace,Pink,117.0,Top,5.0,xl,Men,0
Ralph Lauren,Red,45.0,Top,5.0,l,Men,2
Saint Laurent Paris,Blue,250.0,Bottom,5.0,s,Men,1
Kapital,multi_color,325.0,Top,5.0,l,Men,0
Lacoste,Blue,70.0,Bottom,5.0,m,Men,1
Russell Athletic,White,40.0,Top,5.0,l,Men,1
Mickey Mouse,multi_color,92.0,Top,5.0,xl,Men,1
Burberry,Green,100.0,Top,5.0,xl,Men,2
Acne Studios,Black,100.0,Top,5.0,l,Men,1
Balenciaga,Black,900.0,Outerwear,5.0,s,Men,1
Harley Davidson,Grey,50.0,Top,5.0,xl,Men,2
Polo Ralph Lauren,multi_color,60.0,Top,5.0,m,Men,2
The North Face,Black,315.0,Outerwear,5.0,xl,Men,0
Gucci,Black,140.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,Black,100.0,Acceorie,5.0,ONE SIZE,Men,1
Hysteric Glamour,Denim,56.0,Bottom,5.0,m,Women,1
Prada,Black,150.0,Acceorie,5.0,m,Men,1
Patagonia,Red,67.0,Top,5.0,m,Men,2
Dolce & Gabbana,Denim,31.0,Bottom,5.0,l,Men,1
Dickies,Blue,43.0,Outerwear,5.0,m,Men,3
Bape,White,130.0,Top,5.0,m,Men,1
Uniqlo,Black,210.0,Outerwear,5.0,xl,Women,0
Vans,Brown,245.0,Footwear,5.0,m,Men,0
Tour Tee,Black,75.0,Top,5.0,xl,Men,1
Guess,Black,45.0,Outerwear,5.0,l,Men,1
Versace,Denim,60.0,Bottom,5.0,xl,Men,2
Maison Margiela,Black,245.0,Footwear,5.0,s,Men,1
Issey Miyake,Denim,120.0,Outerwear,5.0,m,Men,1
Louis Vuitton,Black,530.0,Top,5.0,xxl,Men,2
Rick Owens,Brown,45.0,Acceorie,5.0,ONE SIZE,Men,0
Number (N)ine,Brown,100.0,Top,5.0,l,Men,1
Anti Social Social Club,Black,47.0,Top,5.0,m,Men,1
Undercover,Black,175.0,Bottom,5.0,s,Men,1
Kanye West,Black,150.0,Outerwear,5.0,l,Men,0
Supreme,multi_color,41.0,Acceorie,5.0,xs,Men,0
Travis Scott,Brown,55.0,Top,5.0,l,Men,1
Tommy Hilfiger,Red,48.0,Top,5.0,m,Men,2
Valentino,Navy,45.0,Top,5.0,xl,Men,1
Seditionaries,Black,150.0,Outerwear,5.0,xl,Men,2
Levi's,Blue,40.0,Outerwear,5.0,xl,Men,1
Reebok,White,175.0,Footwear,5.0,m,Men,1
Off-White,Orange,362.0,Footwear,5.0,l,Men,0
Military,Green,60.0,Bottom,5.0,s,Men,2
Nike,Black,35.0,Top,5.0,xl,Men,2
Palace,Navy,180.0,Top,5.0,s,Men,0
Ralph Lauren,Black,110.0,Outerwear,5.0,l,Men,1
Saint Laurent Paris,Denim,190.0,Top,5.0,s,Men,1
Kapital,Beige,330.0,Top,5.0,xxl,Men,1
Lacoste,Grey,38.0,Top,5.0,m,Men,1
Russell Athletic,Red,40.0,Top,5.0,m,Men,1
Mickey Mouse,White,40.0,Top,5.0,m,Men,2
Burberry,Black,54.0,Bottom,5.0,l,Men,1
Acne Studios,Navy,40.0,Top,5.0,l,Men,1
Balenciaga,Black,208.0,Footwear,5.0,l,Women,0
Harley Davidson,Grey,75.0,Outerwear,5.0,m,Men,2
Polo Ralph Lauren,Black,107.0,Outerwear,5.0,m,Men,2
The North Face,Black,40.0,Top,5.0,m,Men,2
Gucci,Black,200.0,Footwear,5.0,l,Men,2
Dior,Black,400.0,Outerwear,5.0,s,Men,2
Hysteric Glamour,Black,130.0,Top,5.0,m,Men,2
Prada,Black,57.0,Footwear,5.0,m,Men,1
Patagonia,Black,67.0,Top,5.0,m,Men,1
Dolce & Gabbana,White,60.0,Bottom,5.0,s,Men,1
Dickies,Tan,40.0,Bottom,5.0,m,Men,0
Bape,White,80.0,Top,5.0,xl,Men,0
Uniqlo,White,50.0,Top,5.0,l,Men,1
Vans,Yellow,210.0,Footwear,5.0,m,Men,0
Tour Tee,Pink,90.0,Top,5.0,xl,Men,1
Guess,White,47.0,Top,5.0,m,Men,2
Versace,Black,120.0,Top,5.0,s,Men,2
Maison Margiela,Green,233.0,Acceorie,5.0,ONE SIZE,Men,2
Issey Miyake,multi_color,125.0,Top,5.0,s,Men,1
Louis Vuitton,Black,423.0,Acceorie,5.0,ONE SIZE,Men,2
Rick Owens,Black,400.0,Bottom,5.0,l,Men,1
Number (N)ine,Navy,135.0,Top,5.0,m,Men,1
Anti Social Social Club,Tie dye,146.0,Top,5.0,l,Men,0
Undercover,White,90.0,Top,5.0,m,Men,1
Kanye West,Grey,250.0,Top,5.0,l,Men,0
Supreme,Grey,48.0,Top,5.0,m,Men,1
Travis Scott,Black,57.0,Top,5.0,xxl,Men,2
Tommy Hilfiger,Blue,129.0,Bottom,5.0,s,Men,0
Valentino,Black,850.0,Outerwear,5.0,xl,Men,0
Seditionaries,Black,115.0,Acceorie,5.0,xs,Men,2
Levi's,Blue,80.0,Bottom,5.0,s,Men,3
Reebok,Green,36.0,Top,5.0,xxl,Men,2
Off-White,Black,230.0,Top,5.0,l,Men,0
Military,Denim,62.0,Outerwear,5.0,l,Men,1
Nike,Black,35.0,Top,5.0,l,Men,0
Palace,Green,37.0,Top,5.0,l,Men,1
Ralph Lauren,Blue,80.0,Bottom,5.0,s,Men,2
Saint Laurent Paris,Black,190.0,Bottom,5.0,s,Men,0
Kapital,Cream,300.0,Outerwear,5.0,s,Men,1
Lacoste,White,35.0,Top,5.0,l,Men,1
Russell Athletic,Navy,34.0,Top,5.0,m,Men,1
Mickey Mouse,Brown,135.0,Top,5.0,l,Men,2
Burberry,White,58.0,Top,5.0,l,Men,1
Acne Studios,Navy,320.0,Outerwear,5.0,m,Men,2
Balenciaga,Black,450.0,Footwear,5.0,m,Men,2
Harley Davidson,Black,41.0,Top,5.0,xl,Men,2
Polo Ralph Lauren,Khaki,45.0,Outerwear,5.0,l,Men,1
The North Face,Blue,42.0,Top,5.0,m,Men,1
Gucci,Gold,45.0,Acceorie,5.0,ONE SIZE,Men,2
Dior,Black,199.0,Bottom,5.0,s,Men,1
Hysteric Glamour,Denim,110.0,Bottom,5.0,l,Men,2
Prada,Black,676.0,Footwear,5.0,s,Men,2
Patagonia,Blue,185.0,Outerwear,5.0,m,Men,1
Dolce & Gabbana,Grey,120.0,Top,5.0,xl,Men,2
Dickies,Brown,44.0,Bottom,5.0,m,Men,1
Bape,Green,150.0,Top,5.0,m,Men,2
Uniqlo,White,50.0,Top,5.0,l,Men,1
Vans,Black,120.0,Footwear,5.0,m,Men,1
Tour Tee,White,90.0,Top,5.0,xl,Men,2
Guess,multi_color,67.0,Top,5.0,m,Men,1
Versace,White,160.0,Outerwear,5.0,xl,Men,2
Maison Margiela,Grey,215.0,Footwear,5.0,l,Men,2
Issey Miyake,Green,158.0,Bottom,5.0,s,Men,1
Louis Vuitton,Green,1950.0,Top,5.0,l,Men,0
Rick Owens,Black,507.0,Bottom,5.0,s,Men,0
Number (N)ine,Black,104.0,Top,5.0,s,Men,2
Anti Social Social Club,Black,45.0,Top,5.0,m,Men,1
Undercover,Black,165.0,Outerwear,5.0,m,Men,2
Kanye West,Black,100.0,Top,5.0,m,Men,1
Supreme,Black,59.0,Top,5.0,l,Men,0
Travis Scott,Grey,37.0,Top,5.0,l,Men,1
Tommy Hilfiger,Black,49.0,Bottom,5.0,m,Men,1
Valentino,multi_color,207.0,Top,5.0,xl,Men,1
Seditionaries,Black,198.0,Luggage,5.0,ONE SIZE,Women,2
Levi's,Blue,50.0,Bottom,5.0,m,Men,2
Reebok,Navy,58.0,Top,5.0,xl,Men,2
Off-White,Black,174.0,Acceorie,5.0,ONE SIZE,Men,1
Military,Green,170.0,Outerwear,5.0,l,Men,1
Nike,Purple,155.0,Top,5.0,l,Men,2
Palace,Blue,77.0,Top,5.0,s,Men,1
Ralph Lauren,Cream,94.0,Top,5.0,xl,Men,1
Saint Laurent Paris,Black,90.0,Footwear,5.0,xs,Men,2
Kapital,Green,335.0,Top,5.0,l,Men,1
Lacoste,multi_color,86.0,Outerwear,5.0,xs,Men,0
Russell Athletic,Blue,100.0,Top,5.0,m,Men,2
Mickey Mouse,White,187.0,Top,5.0,l,Men,2
Burberry,Navy,80.0,Top,5.0,m,Men,1
Acne Studios,Denim,47.0,Bottom,5.0,m,Men,1
Balenciaga,Orange,169.0,Acceorie,5.0,ONE SIZE,Men,0
Harley Davidson,Black,50.0,Top,5.0,l,Men,1
Polo Ralph Lauren,Blue,385.0,Outerwear,5.0,l,Men,1
The North Face,Khaki,70.0,Top,5.0,l,Men,1
Gucci,multi_color,225.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,White,414.0,Footwear,5.0,s,Men,1
Hysteric Glamour,Blue,87.0,Bottom,5.0,s,Men,1
Prada,Black,108.0,Acceorie,5.0,ONE SIZE,Men,1
Patagonia,Beige,59.0,Bottom,5.0,s,Men,1
Dolce & Gabbana,Black,40.0,Top,5.0,xl,Men,1
Dickies,Tan,45.0,Bottom,5.0,xl,Men,0
Bape,White,60.0,Top,5.0,m,Men,1
Uniqlo,Green,44.0,Top,5.0,xl,Men,0
Vans,White,108.0,Footwear,5.0,m,Men,1
Tour Tee,Black,58.0,Top,5.0,l,Men,1
Guess,Black,37.0,Top,5.0,l,Men,2
Versace,multi_color,600.0,Top,5.0,l,Men,1
Maison Margiela,Gold,190.0,Acceorie,5.0,ONE SIZE,Men,0
Issey Miyake,multi_color,220.0,Bottom,5.0,s,Women,2
Louis Vuitton,Brown,243.0,Acceorie,5.0,ONE SIZE,Men,2
Rick Owens,Black,1079.0,Footwear,5.0,s,Men,0
Number (N)ine,Black,165.0,Acceorie,5.0,ONE SIZE,Men,1
Anti Social Social Club,Black,39.0,Acceorie,5.0,ONE SIZE,Men,0
Undercover,Black,330.0,Top,5.0,m,Men,1
Kanye West,Black,90.0,Top,5.0,s,Men,1
Supreme,Black,100.0,Outerwear,5.0,m,Men,2
Travis Scott,Grey,45.0,Top,5.0,m,Men,1
Tommy Hilfiger,Blue,40.0,Bottom,5.0,m,Men,1
Valentino,multi_color,565.0,Top,5.0,m,Men,0
Seditionaries,White,425.0,Top,5.0,m,Men,2
Levi's,Denim,55.0,Bottom,5.0,s,Men,2
Reebok,White,54.0,Footwear,5.0,l,Men,0
Off-White,White,329.0,Top,5.0,m,Men,2
Military,Black,155.0,Footwear,5.0,s,Men,2
Nike,White,75.0,Footwear,5.0,m,Men,0
Palace,Grey,365.0,Outerwear,5.0,m,Men,1
Ralph Lauren,Tan,35.0,Bottom,5.0,l,Men,2
Saint Laurent Paris,Black,75.0,Acceorie,5.0,ONE SIZE,Women,0
Kapital,Grey,150.0,Top,5.0,xl,Men,0
Lacoste,Black,56.0,Bottom,5.0,m,Men,1
Russell Athletic,Black,69.0,Top,5.0,l,Men,2
Mickey Mouse,multi_color,119.0,Outerwear,5.0,l,Men,3
Burberry,Brown,210.0,Outerwear,5.0,m,Men,1
Acne Studios,Black,140.0,Top,5.0,l,Men,1
Balenciaga,Black,200.0,Footwear,5.0,xs,Men,1
Harley Davidson,Black,35.0,Top,5.0,xl,Men,1
Polo Ralph Lauren,multi_color,42.0,Bottom,5.0,m,Men,1
The North Face,Black,190.0,Outerwear,5.0,m,Men,1
Gucci,Black,537.0,Footwear,5.0,s,Men,0
Dior,Black,900.0,Footwear,5.0,m,Men,0
Hysteric Glamour,Grey,45.0,Top,5.0,ONE SIZE,Women,2
Prada,Blue,315.0,Top,5.0,s,Men,1
Patagonia,Grey,130.0,Outerwear,5.0,xs,Men,0
Dolce & Gabbana,White,95.0,Top,5.0,m,Men,1
Dickies,Grey,52.0,Outerwear,5.0,xl,Men,2
Bape,Grey,320.0,Top,5.0,l,Men,2
Uniqlo,Green,106.0,Outerwear,5.0,s,Men,2
Vans,Blue,62.0,Footwear,5.0,l,Men,2
Tour Tee,Black,50.0,Top,5.0,l,Men,2
Guess,Red,232.0,Outerwear,5.0,s,Men,0
Versace,multi_color,143.0,Top,5.0,m,Men,2
Maison Margiela,Black,170.0,Bottom,5.0,s,Men,1
Issey Miyake,Red,111.0,Acceorie,5.0,ONE SIZE,Men,1
Louis Vuitton,Brown,155.0,Acceorie,5.0,ONE SIZE,Men,2
Rick Owens,Black,150.0,Top,5.0,m,Men,0
Number (N)ine,Black,120.0,Top,5.0,xl,Men,0
Anti Social Social Club,multi_color,65.0,Bottom,5.0,xs,Men,0
Undercover,Grey,273.0,Acceorie,5.0,ONE SIZE,Men,1
Kanye West,Blue,130.0,Top,5.0,l,Men,0
Supreme,Red,90.0,Top,5.0,m,Men,1
Travis Scott,Brown,115.0,Top,5.0,l,Men,0
Tommy Hilfiger,White,31.0,Top,5.0,m,Men,1
Valentino,Black,54.0,Outerwear,5.0,xl,Men,1
Seditionaries,Black,75.0,Bottom,5.0,l,Men,2
Levi's,Blue,39.0,Bottom,5.0,l,Men,3
Reebok,Black,150.0,Top,5.0,l,Men,1
Off-White,White,183.0,Top,5.0,s,Men,1
Military,Black,31.0,Footwear,5.0,s,Men,1
Nike,Purple,34.0,Top,5.0,xxl,Men,1
Palace,Black,74.0,Top,5.0,l,Men,1
Ralph Lauren,Blue,58.0,Top,5.0,m,Men,1
Saint Laurent Paris,Black,230.0,Acceorie,5.0,ONE SIZE,Men,0
Kapital,Orange,90.0,Bottom,5.0,xl,Men,1
Lacoste,Brown,50.0,Acceorie,5.0,ONE SIZE,Men,1
Russell Athletic,Navy,64.0,Top,5.0,m,Men,1
Mickey Mouse,Blue,150.0,Outerwear,5.0,xl,Men,2
Burberry,Black,210.0,Top,5.0,l,Men,1
Acne Studios,Navy,250.0,Outerwear,5.0,l,Men,0
Balenciaga,White,237.0,Top,5.0,s,Men,1
Harley Davidson,Blue,40.0,Top,5.0,l,Men,2
Polo Ralph Lauren,Pink,55.0,Bottom,5.0,l,Men,2
The North Face,Brown,70.0,Top,5.0,s,Men,0
Gucci,White,200.0,Top,5.0,s,Men,1
Dior,Black,65.0,Acceorie,5.0,ONE SIZE,Men,1
Hysteric Glamour,White,75.0,Acceorie,5.0,ONE SIZE,Men,1
Prada,Black,494.0,Footwear,5.0,s,Men,1
Patagonia,Red,60.0,Outerwear,5.0,l,Men,2
Dolce & Gabbana,Denim,180.0,Bottom,5.0,m,Men,2
Dickies,Tan,34.0,Bottom,5.0,l,Men,1
Bape,White,74.0,Top,5.0,s,Men,2
Uniqlo,Blue,33.0,Top,5.0,l,Men,0
Vans,multi_color,110.0,Footwear,5.0,m,Men,0
Tour Tee,Black,107.0,Top,5.0,xl,Men,0
Guess,White,45.0,Top,5.0,xl,Men,1
Versace,multi_color,40.0,Acceorie,5.0,ONE SIZE,Men,1
Maison Margiela,Black,320.0,Footwear,5.0,m,Men,2
Issey Miyake,Black,87.0,Top,5.0,m,Men,1
Louis Vuitton,Brown,125.0,Acceorie,5.0,ONE SIZE,Men,1
Rick Owens,Black,139.0,Bottom,5.0,m,Women,0
Number (N)ine,Blue,160.0,Top,5.0,s,Men,1
Anti Social Social Club,Pink,49.0,Acceorie,5.0,ONE SIZE,Men,0
Undercover,Silver,251.0,Acceorie,5.0,ONE SIZE,Men,1
Kanye West,Grey,180.0,Bottom,5.0,l,Men,0
Supreme,Black,287.0,Top,5.0,m,Men,0
Travis Scott,Brown,120.0,Top,5.0,m,Men,0
Tommy Hilfiger,Denim,65.0,Bottom,5.0,xl,Men,2
Valentino,White,65.0,Top,5.0,m,Men,1
Seditionaries,Grey,46.0,Top,5.0,l,Men,2
Levi's,Denim,40.0,Bottom,5.0,m,Men,2
Reebok,Green,38.0,Footwear,5.0,m,Men,2
Off-White,White,755.0,Luggage,5.0,ONE SIZE,Women,0
Military,Green,180.0,Outerwear,5.0,xl,Men,2
Nike,Gold,102.0,Footwear,5.0,m,Women,1
Palace,White,45.0,Top,5.0,l,Men,2
Ralph Lauren,Red,40.0,Top,5.0,l,Men,1
Saint Laurent Paris,Black,185.0,Bottom,5.0,m,Men,1
Kapital,Beige,237.0,Outerwear,5.0,xl,Men,0
Lacoste,Pink,70.0,Top,5.0,l,Men,2
Russell Athletic,Red,90.0,Top,5.0,xl,Men,1
Mickey Mouse,multi_color,73.0,Top,5.0,l,Men,1
Burberry,Burgundy,216.0,Acceorie,5.0,ONE SIZE,Women,0
Acne Studios,multi_color,200.0,Bottom,5.0,s,Men,0
Balenciaga,Black,510.0,Top,5.0,xl,Men,0
Harley Davidson,Red,51.0,Top,5.0,xxl,Men,3
Polo Ralph Lauren,White,31.0,Top,5.0,s,Men,1
The North Face,Black,170.0,Outerwear,5.0,m,Men,1
Gucci,Beige,195.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,Black,350.0,Acceorie,5.0,ONE SIZE,Men,1
Hysteric Glamour,Navy,187.0,Top,5.0,m,Men,1
Prada,Black,225.0,Footwear,5.0,m,Men,1
Patagonia,Black,67.0,Top,5.0,m,Men,1
Dolce & Gabbana,Red,75.0,Top,5.0,l,Men,0
Dickies,Black,47.0,Bottom,5.0,l,Men,1
Bape,Black,60.0,Top,5.0,m,Men,2
Uniqlo,Black,35.0,Top,5.0,l,Men,1
Vans,multi_color,107.0,Footwear,5.0,m,Men,0
Tour Tee,Black,81.0,Top,5.0,xl,Men,1
Guess,White,55.0,Top,5.0,s,Men,2
Versace,Navy,85.0,Outerwear,5.0,m,Men,1
Maison Margiela,Black,180.0,Acceorie,5.0,ONE SIZE,Men,0
Issey Miyake,Navy,280.0,Bottom,5.0,l,Men,1
Louis Vuitton,Green,960.0,Acceorie,5.0,ONE SIZE,Men,2
Rick Owens,Black,1700.0,Outerwear,5.0,s,Men,0
Number (N)ine,Black,420.0,Outerwear,5.0,m,Men,1
Anti Social Social Club,Pink,159.0,Top,5.0,s,Men,0
Undercover,Brown,115.0,Outerwear,5.0,m,Men,2
Kanye West,Black,142.0,Bottom,5.0,s,Men,1
Supreme,Black,117.0,Outerwear,5.0,xl,Men,1
Travis Scott,Black,610.0,Footwear,5.0,m,Men,0
Tommy Hilfiger,Blue,38.0,Bottom,5.0,s,Men,2
Valentino,Blue,85.0,Top,5.0,l,Men,2
Seditionaries,White,180.0,Top,5.0,xl,Men,2
Levi's,Blue,44.0,Bottom,5.0,l,Men,1
Reebok,multi_color,47.0,Outerwear,5.0,xl,Men,1
Off-White,Black,235.0,Bottom,5.0,l,Men,0
Military,White,115.0,Footwear,5.0,m,Men,2
Nike,Grey,70.0,Top,5.0,xl,Men,2
Palace,multi_color,91.0,Acceorie,5.0,s,Men,0
Ralph Lauren,Navy,35.0,Outerwear,5.0,xxl,Men,2
Saint Laurent Paris,Black,400.0,Footwear,5.0,m,Men,2
Kapital,multi_color,203.0,Top,5.0,l,Men,0
Lacoste,Red,40.0,Top,5.0,l,Men,1
Russell Athletic,Grey,35.0,Top,5.0,xxl,Men,2
Mickey Mouse,Blue,34.0,Top,5.0,m,Men,3
Burberry,Black,275.0,Top,5.0,l,Men,1
Acne Studios,Brown,230.0,Top,5.0,s,Men,0
Balenciaga,Black,370.0,Footwear,5.0,xxl,Men,1
Harley Davidson,Black,36.0,Top,5.0,xl,Men,2
Polo Ralph Lauren,Black,35.0,Top,5.0,xl,Men,2
The North Face,Red,70.0,Outerwear,5.0,l,Men,2
Gucci,Black,119.0,Footwear,5.0,m,Men,2
Dior,White,455.0,Footwear,5.0,m,Men,2
Hysteric Glamour,Blue,457.0,Bottom,5.0,m,Men,1
Prada,Black,150.0,Acceorie,5.0,ONE SIZE,Men,2
Patagonia,Blue,120.0,Outerwear,5.0,l,Men,2
Dolce & Gabbana,Blue,50.0,Bottom,5.0,s,Men,2
Dickies,multi_color,40.0,Bottom,5.0,m,Men,1
Bape,White,285.0,Footwear,5.0,l,Men,0
Uniqlo,White,65.0,Top,5.0,xxl,Men,0
Vans,Black,230.0,Footwear,5.0,m,Men,0
Tour Tee,Black,60.0,Top,5.0,l,Men,2
Guess,Black,35.0,Bottom,5.0,m,Men,2
Versace,multi_color,88.0,Top,5.0,l,Women,1
Maison Margiela,Grey,207.0,Outerwear,5.0,l,Men,1
Issey Miyake,Black,68.0,Top,5.0,xs,Women,1
Louis Vuitton,Brown,247.0,Acceorie,5.0,ONE SIZE,Women,2
Rick Owens,Black,330.0,Footwear,5.0,s,Men,2
Number (N)ine,Navy,280.0,Top,5.0,s,Men,1
Anti Social Social Club,White,99.0,Top,5.0,l,Men,0
Undercover,Black,110.0,Top,5.0,xxl,Women,2
Kanye West,Red,130.0,Outerwear,5.0,l,Men,1
Supreme,Pink,190.0,Footwear,5.0,m,Men,0
Travis Scott,White,53.0,Top,5.0,l,Men,0
Tommy Hilfiger,White,47.0,Outerwear,5.0,l,Men,0
Valentino,Beige,45.0,Bottom,5.0,l,Men,1
Seditionaries,Brown,50.0,Top,5.0,m,Men,1
Levi's,Black,150.0,Bottom,5.0,s,Men,2
Reebok,Black,52.0,Footwear,5.0,s,Men,0
Off-White,White,329.0,Top,5.0,xl,Men,0
Military,Green,32.0,Outerwear,5.0,xl,Men,2
Nike,Black,50.0,Top,5.0,m,Men,1
Palace,Navy,92.0,Outerwear,5.0,s,Men,1
Ralph Lauren,Navy,85.0,Top,5.0,m,Men,1
Saint Laurent Paris,Beige,151.0,Top,5.0,l,Men,1
Kapital,Red,89.0,Top,5.0,m,Men,2
Lacoste,Red,54.0,Outerwear,5.0,l,Men,1
Russell Athletic,Navy,43.0,Top,5.0,l,Men,2
Mickey Mouse,Blue,73.0,Footwear,5.0,s,Men,1
Burberry,Black,99.0,Top,5.0,l,Men,1
Acne Studios,Grey,100.0,Top,5.0,xl,Men,1
Balenciaga,Black,725.0,Bottom,5.0,s,Men,0
Harley Davidson,Orange,40.0,Top,5.0,xl,Men,2
Polo Ralph Lauren,Beige,60.0,Bottom,5.0,l,Men,1
The North Face,Black,51.0,Outerwear,5.0,m,Men,1
Gucci,Brown,675.0,Acceorie,5.0,ONE SIZE,Men,0
Dior,Blue,470.0,Bottom,5.0,m,Men,1
Hysteric Glamour,White,68.0,Top,5.0,s,Men,2
Prada,Black,460.0,Footwear,5.0,m,Men,1
Patagonia,Grey,40.0,Bottom,5.0,m,Men,0
Dolce & Gabbana,Brown,101.0,Top,5.0,m,Men,1
Dickies,Navy,35.0,Top,5.0,m,Men,2
Bape,Black,93.0,Acceorie,5.0,ONE SIZE,Men,0
Uniqlo,Black,65.0,Outerwear,5.0,l,Men,2
Vans,multi_color,92.0,Footwear,5.0,l,Men,0
Tour Tee,Black,60.0,Top,5.0,l,Men,1
Guess,Blue,58.0,Bottom,5.0,s,Women,1
Versace,Black,70.0,Top,5.0,s,Men,2
Maison Margiela,Brown,135.0,Bottom,5.0,s,Men,1
Issey Miyake,Brown,100.0,Bottom,5.0,m,Men,2
Louis Vuitton,Brown,409.0,Acceorie,5.0,ONE SIZE,Women,1
Rick Owens,Black,400.0,Footwear,5.0,m,Men,1
Number (N)ine,Blue,153.0,Bottom,5.0,s,Men,2
Anti Social Social Club,White,45.0,Top,5.0,m,Men,2
Undercover,Black,95.0,Top,5.0,xxl,Men,1
Kanye West,Black,251.0,Top,5.0,m,Men,0
Supreme,multi_color,112.0,Top,5.0,l,Men,1
Travis Scott,White,500.0,Footwear,5.0,m,Men,2
Tommy Hilfiger,Blue,36.0,Bottom,5.0,xs,Men,1
Valentino,Black,165.0,Footwear,5.0,s,Men,2
Seditionaries,Black,34.0,Top,5.0,l,Men,2
Levi's,Black,80.0,Bottom,5.0,s,Men,2
Reebok,Beige,65.0,Footwear,5.0,m,Men,1
Off-White,Green,175.0,Top,5.0,m,Men,2
Military,Khaki,65.0,Bottom,5.0,s,Women,2
Nike,White,38.0,Acceorie,5.0,ONE SIZE,Men,2
Palace,Grey,202.0,Top,5.0,l,Men,0
Ralph Lauren,Tie dye,31.0,Top,5.0,xl,Men,1
Saint Laurent Paris,Navy,175.0,Top,5.0,l,Men,1
Kapital,Black,208.0,Acceorie,5.0,ONE SIZE,Men,1
Lacoste,Yellow,32.0,Top,5.0,s,Men,2
Russell Athletic,Black,38.0,Top,5.0,l,Men,1
Mickey Mouse,Blue,42.0,Top,5.0,m,Men,1
Burberry,Blue,75.0,Top,5.0,xl,Men,1
Acne Studios,Black,140.0,Bottom,5.0,xs,Men,2
Balenciaga,Black,464.0,Outerwear,5.0,xl,Men,0
